"07-2022","Julho 2022",191482,10000
"08-2022","Agosto 2022",191482,10000
"07-2022","Julho 2022",191483,10024
"08-2022","Agosto 2022",191483,10012
"07-2022","Julho 2022",191484,10012
"08-2022","Agosto 2022",191484,10006
"07-2022","Julho 2022",191485,10000
"08-2022","Agosto 2022",191485,10000
"07-2022","Julho 2022",192012,10000
"08-2022","Agosto 2022",192012,10000
"07-2022","Julho 2022",192013,10000
"08-2022","Agosto 2022",192013,10000
"07-2022","Julho 2022",192014,10000
"08-2022","Agosto 2022",192014,10000
"07-2022","Julho 2022",192015,10012
"08-2022","Agosto 2022",192015,10000
"07-2022","Julho 2022",192016,10012
"08-2022","Agosto 2022",192016,10000
"07-2022","Julho 2022",192017,10012
"08-2022","Agosto 2022",192017,10006
"07-2022","Julho 2022",192018,10012
"08-2022","Agosto 2022",192018,10000
"07-2022","Julho 2022",192075,10000
"08-2022","Agosto 2022",192075,10000
"07-2022","Julho 2022",192076,10000
"08-2022","Agosto 2022",192076,10000
"07-2022","Julho 2022",192077,10012
"08-2022","Agosto 2022",192077,10000
"10-2022","Outubro 2022",199841,6000
"11-2022","Novembro 2022",199841,6000
"10-2022","Outubro 2022",199842,6000
"11-2022","Novembro 2022",199842,6000
"10-2022","Outubro 2022",199843,6000
"11-2022","Novembro 2022",199843,6000
"09-2022","Setembro 2022",199844,6000
"10-2022","Outubro 2022",199844,6000
"09-2022","Setembro 2022",199845,6000
"10-2022","Outubro 2022",199845,6000
"09-2022","Setembro 2022",199846,6000
"10-2022","Outubro 2022",199846,6000
"10-2022","Outubro 2022",199982,6000
"11-2022","Novembro 2022",199982,6000
"10-2022","Outubro 2022",199983,6000
"11-2022","Novembro 2022",199983,6000
"10-2022","Outubro 2022",199984,6000
"11-2022","Novembro 2022",199984,6000
"03-2022","Março 2022",173838,10012
"05-2022","Maio 2022",173838,10000
"04-2022","Abril 2022",173838,10000
"03-2022","Março 2022",173839,10000
"05-2022","Maio 2022",173839,10000
"04-2022","Abril 2022",173839,10000
"03-2022","Março 2022",173840,10000
"05-2022","Maio 2022",173840,10000
"04-2022","Abril 2022",173840,10000
"03-2022","Março 2022",173841,10000
"05-2022","Maio 2022",173841,10000
"04-2022","Abril 2022",173841,10000
"03-2022","Março 2022",173842,10000
"05-2022","Maio 2022",173842,24
"05-2022","Maio 2022",173842,10000
"04-2022","Abril 2022",173842,10000
"03-2022","Março 2022",173843,10000
"05-2022","Maio 2022",173843,10000
"04-2022","Abril 2022",173843,10000
"03-2022","Março 2022",173844,10000
"05-2022","Maio 2022",173844,12
"05-2022","Maio 2022",173844,10000
"04-2022","Abril 2022",173844,10000
"03-2022","Março 2022",173845,10000
"05-2022","Maio 2022",173845,10000
"04-2022","Abril 2022",173845,10000
"03-2022","Março 2022",173846,10000
"05-2022","Maio 2022",173846,10000
"04-2022","Abril 2022",173846,10000
"03-2022","Março 2022",173847,10000
"05-2022","Maio 2022",173847,10000
"04-2022","Abril 2022",173847,10000
"03-2022","Março 2022",173848,10000
"05-2022","Maio 2022",173848,10000
"04-2022","Abril 2022",173848,10000
"03-2022","Março 2022",173849,10000
"05-2022","Maio 2022",173849,10000
"04-2022","Abril 2022",173849,10000
"03-2022","Março 2022",173850,10000
"05-2022","Maio 2022",173850,10000
"04-2022","Abril 2022",173850,10000
"03-2022","Março 2022",173851,10000
"05-2022","Maio 2022",173851,10000
"04-2022","Abril 2022",173851,10000
"05-2022","Maio 2022",173852,10000
"05-2022","Maio 2022",173853,10000
"05-2022","Maio 2022",173854,10000
"05-2022","Maio 2022",173855,10000
"05-2022","Maio 2022",173856,10000
"05-2022","Maio 2022",173857,10000
"05-2022","Maio 2022",173857,12
"05-2022","Maio 2022",173858,10000
"05-2022","Maio 2022",173973,10000
"05-2022","Maio 2022",173974,10000
"05-2022","Maio 2022",173975,10000
"03-2022","Março 2022",173976,10000
"05-2022","Maio 2022",173976,10000
"04-2022","Abril 2022",173976,10000
"03-2022","Março 2022",173977,10000
"05-2022","Maio 2022",173977,10000
"04-2022","Abril 2022",173977,10000
"03-2022","Março 2022",173978,10000
"05-2022","Maio 2022",173978,10000
"04-2022","Abril 2022",173978,10000
"07-2022","Julho 2022",192045,10012
"08-2022","Agosto 2022",192045,10000
"07-2022","Julho 2022",192046,10012
"08-2022","Agosto 2022",192046,10000
"07-2022","Julho 2022",192047,10006
"08-2022","Agosto 2022",192047,10006
"07-2022","Julho 2022",192048,10000
"08-2022","Agosto 2022",192048,10000
"07-2022","Julho 2022",192072,10000
"08-2022","Agosto 2022",192072,10000
"07-2022","Julho 2022",192073,10000
"08-2022","Agosto 2022",192073,10000
"07-2022","Julho 2022",192074,10000
"08-2022","Agosto 2022",192074,10000
"03-2022","Março 2022",173970,10000
"05-2022","Maio 2022",173970,10000
"04-2022","Abril 2022",173970,10000
"03-2022","Março 2022",173971,10000
"05-2022","Maio 2022",173971,10000
"04-2022","Abril 2022",173971,10000
"03-2022","Março 2022",173972,10000
"05-2022","Maio 2022",173972,10000
"04-2022","Abril 2022",173972,10000
"05-2022","Maio 2022",173672,10024
"05-2022","Maio 2022",173673,10012
"05-2022","Maio 2022",173674,10000
"05-2022","Maio 2022",173675,10000
"03-2022","Março 2022",173859,10000
"05-2022","Maio 2022",173859,10000
"04-2022","Abril 2022",173859,10000
"03-2022","Março 2022",173860,10000
"05-2022","Maio 2022",173860,10000
"04-2022","Abril 2022",173860,10000
"03-2022","Março 2022",173861,10012
"05-2022","Maio 2022",173861,10000
"04-2022","Abril 2022",173861,10006
"03-2022","Março 2022",173862,10000
"05-2022","Maio 2022",173862,10000
"04-2022","Abril 2022",173862,10000
"09-2022","Setembro 2022",199838,6000
"10-2022","Outubro 2022",199838,6000
"09-2022","Setembro 2022",199839,6000
"10-2022","Outubro 2022",199839,6000
"09-2022","Setembro 2022",199840,6000
"10-2022","Outubro 2022",199840,6000
"05-2022","Maio 2022",173863,10000
"05-2022","Maio 2022",173864,10000
"05-2022","Maio 2022",173864,12
"05-2022","Maio 2022",173865,10000
"05-2022","Maio 2022",173865,6
"05-2022","Maio 2022",173866,10000
"03-2022","Março 2022",173867,10000
"05-2022","Maio 2022",173867,10000
"04-2022","Abril 2022",173867,10000
"03-2022","Março 2022",173868,10000
"05-2022","Maio 2022",173868,10036
"04-2022","Abril 2022",173868,10000
"03-2022","Março 2022",173869,10000
"05-2022","Maio 2022",173869,10000
"04-2022","Abril 2022",173869,10000
"03-2022","Março 2022",173870,10000
"05-2022","Maio 2022",173870,10012
"04-2022","Abril 2022",173870,10000
"03-2022","Março 2022",173871,10024
"05-2022","Maio 2022",173871,10000
"04-2022","Abril 2022",173871,10000
"03-2022","Março 2022",173872,10000
"05-2022","Maio 2022",173872,10000
"04-2022","Abril 2022",173872,10000
"03-2022","Março 2022",173873,10000
"04-2022","Abril 2022",173873,10006
"05-2022","Maio 2022",173873,10000
"03-2022","Março 2022",173874,10000
"05-2022","Maio 2022",173874,10000
"04-2022","Abril 2022",173874,10000
"07-2022","Julho 2022",191486,10000
"08-2022","Agosto 2022",191486,10000
"07-2022","Julho 2022",191487,10012
"08-2022","Agosto 2022",191487,10000
"07-2022","Julho 2022",191488,10024
"08-2022","Agosto 2022",191488,10006
"07-2022","Julho 2022",191489,10024
"08-2022","Agosto 2022",191489,10000
"07-2022","Julho 2022",192049,10012
"08-2022","Agosto 2022",192049,10000
"07-2022","Julho 2022",192050,10036
"08-2022","Agosto 2022",192050,10000
"07-2022","Julho 2022",192051,10018
"08-2022","Agosto 2022",192051,10006
"07-2022","Julho 2022",192052,10000
"08-2022","Agosto 2022",192052,10000
"03-2022","Março 2022",173961,10000
"05-2022","Maio 2022",173961,10000
"04-2022","Abril 2022",173961,10000
"03-2022","Março 2022",173962,10000
"05-2022","Maio 2022",173962,10000
"04-2022","Abril 2022",173962,10000
"03-2022","Março 2022",173963,10000
"05-2022","Maio 2022",173963,10000
"04-2022","Abril 2022",173963,10000
"05-2022","Maio 2022",173964,10000
"05-2022","Maio 2022",173965,10000
"05-2022","Maio 2022",173966,10000
"07-2022","Julho 2022",192066,10000
"08-2022","Agosto 2022",192066,10000
"07-2022","Julho 2022",192067,10000
"08-2022","Agosto 2022",192067,10000
"07-2022","Julho 2022",192068,10000
"08-2022","Agosto 2022",192068,10000
"02-2022","Fevereiro 2022",166171,30012
"02-2022","Fevereiro 2022",166172,30000
"02-2022","Fevereiro 2022",166173,20036
"02-2022","Fevereiro 2022",166174,20048
"02-2022","Fevereiro 2022",166175,30012
"02-2022","Fevereiro 2022",166226,30000
"02-2022","Fevereiro 2022",166227,20000
"02-2022","Fevereiro 2022",166228,20000
"01-2022","Janeiro 2022",166711,10000
"02-2022","Fevereiro 2022",166711,30000
"01-2022","Janeiro 2022",166712,10000
"02-2022","Fevereiro 2022",166712,30000
"01-2022","Janeiro 2022",166713,10000
"02-2022","Fevereiro 2022",166713,20000
"01-2022","Janeiro 2022",166714,10024
"02-2022","Fevereiro 2022",166714,20000
"01-2022","Janeiro 2022",166715,10000
"02-2022","Fevereiro 2022",166715,30000
"07-2022","Julho 2022",191415,10024
"08-2022","Agosto 2022",191415,10012
"07-2022","Julho 2022",191416,10000
"08-2022","Agosto 2022",191416,10000
"07-2022","Julho 2022",191417,10012
"08-2022","Agosto 2022",191417,10000
"07-2022","Julho 2022",191418,10072
"08-2022","Agosto 2022",191418,10012
"07-2022","Julho 2022",191419,10144
"08-2022","Agosto 2022",191419,10060
"07-2022","Julho 2022",191420,10036
"08-2022","Agosto 2022",191420,10006
"07-2022","Julho 2022",191421,10072
"08-2022","Agosto 2022",191421,10024
"07-2022","Julho 2022",191922,10000
"08-2022","Agosto 2022",191922,10000
"07-2022","Julho 2022",191923,10000
"08-2022","Agosto 2022",191923,10000
"07-2022","Julho 2022",191924,10000
"08-2022","Agosto 2022",191924,10000
"07-2022","Julho 2022",191925,10012
"08-2022","Agosto 2022",191925,10000
"07-2022","Julho 2022",191926,10084
"08-2022","Agosto 2022",191926,10024
"07-2022","Julho 2022",191927,10042
"08-2022","Agosto 2022",191927,10012
"07-2022","Julho 2022",191928,10060
"08-2022","Agosto 2022",191928,10060
"10-2022","Outubro 2022",241902,480
"07-2022","Julho 2022",192064,200
"08-2022","Agosto 2022",192064,200
"07-2022","Julho 2022",192065,200
"08-2022","Agosto 2022",192065,200
"03-2022","Março 2022",173875,10024
"05-2022","Maio 2022",173875,10000
"04-2022","Abril 2022",173875,10000
"03-2022","Março 2022",173876,10000
"05-2022","Maio 2022",173876,10000
"04-2022","Abril 2022",173876,10000
"03-2022","Março 2022",173877,10036
"05-2022","Maio 2022",173877,10000
"04-2022","Abril 2022",173877,10024
"05-2022","Maio 2022",173877,24
"03-2022","Março 2022",173878,10036
"05-2022","Maio 2022",173878,10108
"04-2022","Abril 2022",173878,10048
"03-2022","Março 2022",173879,10012
"05-2022","Maio 2022",173879,10000
"04-2022","Abril 2022",173879,10036
"05-2022","Maio 2022",173879,24
"05-2022","Maio 2022",173880,10000
"05-2022","Maio 2022",173881,10000
"05-2022","Maio 2022",173882,10000
"05-2022","Maio 2022",173883,10000
"05-2022","Maio 2022",173883,12
"05-2022","Maio 2022",173884,10000
"03-2022","Março 2022",174671,10000
"05-2022","Maio 2022",174671,10000
"04-2022","Abril 2022",174671,10000
"03-2022","Março 2022",174672,10000
"05-2022","Maio 2022",174672,10000
"04-2022","Abril 2022",174672,10000
"03-2022","Março 2022",174673,10000
"05-2022","Maio 2022",174673,24
"05-2022","Maio 2022",174673,10000
"04-2022","Abril 2022",174673,10000
"03-2022","Março 2022",174674,10012
"05-2022","Maio 2022",174674,10000
"04-2022","Abril 2022",174674,10012
"03-2022","Março 2022",174675,10012
"05-2022","Maio 2022",174675,10000
"04-2022","Abril 2022",174675,10024
"05-2022","Maio 2022",174675,60
"03-2022","Março 2022",173955,10000
"05-2022","Maio 2022",173955,10000
"04-2022","Abril 2022",173955,10000
"03-2022","Março 2022",173956,10000
"05-2022","Maio 2022",173956,10000
"04-2022","Abril 2022",173956,10000
"03-2022","Março 2022",173957,10024
"05-2022","Maio 2022",173957,10000
"04-2022","Abril 2022",173957,10012
"05-2022","Maio 2022",173958,10000
"05-2022","Maio 2022",173959,10000
"05-2022","Maio 2022",173960,10000
"07-2022","Julho 2022",192053,10096
"08-2022","Agosto 2022",192053,10048
"07-2022","Julho 2022",192054,10132
"08-2022","Agosto 2022",192054,10024
"08-2022","Agosto 2022",192055,10006
"07-2022","Julho 2022",192055,10000
"07-2022","Julho 2022",192056,10036
"08-2022","Agosto 2022",192056,10012
"07-2022","Julho 2022",192069,10000
"08-2022","Agosto 2022",192069,10000
"07-2022","Julho 2022",192070,10000
"08-2022","Agosto 2022",192070,10000
"07-2022","Julho 2022",192071,10072
"08-2022","Agosto 2022",192071,10000
"03-2022","Março 2022",173967,10000
"04-2022","Abril 2022",173967,10012
"05-2022","Maio 2022",173967,10000
"03-2022","Março 2022",173968,10000
"05-2022","Maio 2022",173968,10000
"04-2022","Abril 2022",173968,10000
"03-2022","Março 2022",173969,10024
"05-2022","Maio 2022",173969,10000
"05-2022","Maio 2022",173969,12
"04-2022","Abril 2022",173969,10000
"03-2022","Março 2022",173940,10012
"05-2022","Maio 2022",173940,10000
"05-2022","Maio 2022",173940,36
"04-2022","Abril 2022",173940,10000
"03-2022","Março 2022",173941,10048
"05-2022","Maio 2022",173941,10000
"04-2022","Abril 2022",173941,10036
"05-2022","Maio 2022",173941,12
"03-2022","Março 2022",173942,10012
"05-2022","Maio 2022",173942,10000
"04-2022","Abril 2022",173942,10012
"05-2022","Maio 2022",173942,24
"05-2022","Maio 2022",174998,10000
"06-2022","Junho 2022",174998,12
"05-2022","Maio 2022",174999,10000
"06-2022","Junho 2022",174999,12
"05-2022","Maio 2022",175000,10000
"09-2022","Setembro 2022",199835,6000
"10-2022","Outubro 2022",199835,6000
"09-2022","Setembro 2022",199836,6000
"10-2022","Outubro 2022",199836,6000
"09-2022","Setembro 2022",199837,6024
"10-2022","Outubro 2022",199837,6012
"10-2022","Outubro 2022",199851,6000
"11-2022","Novembro 2022",199851,6000
"10-2022","Outubro 2022",199852,6000
"11-2022","Novembro 2022",199852,6000
"10-2022","Outubro 2022",199853,6000
"11-2022","Novembro 2022",199853,6000
"03-2022","Março 2022",173890,10072
"05-2022","Maio 2022",173890,10000
"04-2022","Abril 2022",173890,10084
"05-2022","Maio 2022",173890,36
"03-2022","Março 2022",173891,10168
"05-2022","Maio 2022",173891,10000
"04-2022","Abril 2022",173891,10132
"05-2022","Maio 2022",173891,72
"03-2022","Março 2022",173892,10024
"05-2022","Maio 2022",173892,10000
"04-2022","Abril 2022",173892,10060
"05-2022","Maio 2022",173892,48
"05-2022","Maio 2022",173943,10000
"05-2022","Maio 2022",173943,12
"05-2022","Maio 2022",173944,10000
"05-2022","Maio 2022",173944,108
"05-2022","Maio 2022",173945,10000
"05-2022","Maio 2022",173945,36
"03-2022","Março 2022",173946,10012
"05-2022","Maio 2022",173946,10000
"04-2022","Abril 2022",173946,10012
"05-2022","Maio 2022",173946,48
"03-2022","Março 2022",173947,10096
"05-2022","Maio 2022",173947,10000
"04-2022","Abril 2022",173947,10036
"05-2022","Maio 2022",173947,72
"03-2022","Março 2022",173948,10024
"05-2022","Maio 2022",173948,10000
"04-2022","Abril 2022",173948,10036
"05-2022","Maio 2022",173948,12
"07-2022","Julho 2022",191496,10132
"08-2022","Agosto 2022",191496,10072
"07-2022","Julho 2022",191497,10240
"08-2022","Agosto 2022",191497,10132
"07-2022","Julho 2022",191498,10030
"08-2022","Agosto 2022",191498,10030
"07-2022","Julho 2022",191499,10036
"08-2022","Agosto 2022",191499,10084
"07-2022","Julho 2022",192057,10072
"08-2022","Agosto 2022",192057,10060
"07-2022","Julho 2022",192058,10144
"08-2022","Agosto 2022",192058,10096
"07-2022","Julho 2022",192059,10024
"08-2022","Agosto 2022",192059,10006
"07-2022","Julho 2022",192060,10072
"08-2022","Agosto 2022",192060,10024
"03-2022","Março 2022",173949,10012
"05-2022","Maio 2022",173949,10000
"04-2022","Abril 2022",173949,10000
"03-2022","Março 2022",173950,10000
"05-2022","Maio 2022",173950,10000
"04-2022","Abril 2022",173950,10000
"03-2022","Março 2022",173951,10048
"05-2022","Maio 2022",173951,10000
"04-2022","Abril 2022",173951,10024
"05-2022","Maio 2022",173951,24
"05-2022","Maio 2022",173952,10000
"05-2022","Maio 2022",173953,10000
"05-2022","Maio 2022",173954,10000
"05-2022","Maio 2022",173954,12
"07-2022","Julho 2022",192061,10000
"08-2022","Agosto 2022",192061,10000
"07-2022","Julho 2022",192062,10012
"08-2022","Agosto 2022",192062,10000
"08-2022","Agosto 2022",192063,10012
"07-2022","Julho 2022",192063,10012
"07-2022","Julho 2022",220993,20000
"07-2022","Julho 2022",220994,20000
"07-2022","Julho 2022",220997,20000
"02-2023","Fevereiro 2023",214894,20000
"03-2023","Março 2023",214894,10000
"04-2023","Abril 2023",214894,10000
"07-2022","Julho 2022",214894,10000
"02-2023","Fevereiro 2023",214895,20000
"03-2023","Março 2023",214895,10000
"04-2023","Abril 2023",214895,10000
"07-2022","Julho 2022",214895,10000
"02-2023","Fevereiro 2023",214896,20000
"03-2023","Março 2023",214896,10000
"04-2023","Abril 2023",214896,10000
"07-2022","Julho 2022",214896,10000
"02-2023","Fevereiro 2023",214897,20024
"03-2023","Março 2023",214897,10000
"04-2023","Abril 2023",214897,10000
"07-2022","Julho 2022",214897,10000
"02-2023","Fevereiro 2023",214899,20012
"03-2023","Março 2023",214899,10012
"07-2022","Julho 2022",214899,10000
"04-2023","Abril 2023",214899,10000
"02-2023","Fevereiro 2023",214900,20132
"04-2023","Abril 2023",214900,10048
"07-2022","Julho 2022",214900,10000
"03-2023","Março 2023",214900,10000
"02-2023","Fevereiro 2023",214901,20000
"03-2023","Março 2023",214901,10000
"04-2023","Abril 2023",214901,10000
"02-2023","Fevereiro 2023",214902,20000
"04-2023","Abril 2023",214902,10000
"03-2023","Março 2023",214902,10000
"02-2023","Fevereiro 2023",214903,20000
"04-2023","Abril 2023",214903,10000
"03-2023","Março 2023",214903,10000
"02-2023","Fevereiro 2023",214904,20000
"03-2023","Março 2023",214904,10024
"04-2023","Abril 2023",214904,10000
"02-2023","Fevereiro 2023",214905,20192
"04-2023","Abril 2023",214905,10036
"03-2023","Março 2023",214905,10012
"02-2023","Fevereiro 2023",214906,20036
"04-2023","Abril 2023",214906,10012
"03-2023","Março 2023",214906,10012
"02-2023","Fevereiro 2023",214907,20072
"04-2023","Abril 2023",214907,10024
"03-2023","Março 2023",214907,10036
"02-2023","Fevereiro 2023",214909,20000
"03-2023","Março 2023",214909,10000
"04-2023","Abril 2023",214909,10000
"07-2022","Julho 2022",214909,10000
"02-2023","Fevereiro 2023",214910,20000
"03-2023","Março 2023",214910,10000
"04-2023","Abril 2023",214910,10000
"07-2022","Julho 2022",214910,10000
"02-2023","Fevereiro 2023",214911,20000
"04-2023","Abril 2023",214911,10000
"07-2022","Julho 2022",214911,10000
"03-2023","Março 2023",214911,10000
"02-2023","Fevereiro 2023",214913,20000
"04-2023","Abril 2023",214913,10012
"03-2023","Março 2023",214913,10000
"07-2022","Julho 2022",214913,10000
"02-2023","Fevereiro 2023",214915,20012
"04-2023","Abril 2023",214915,10000
"03-2023","Março 2023",214915,10000
"02-2023","Fevereiro 2023",214916,20012
"03-2023","Março 2023",214916,10000
"04-2023","Abril 2023",214916,10000
"02-2023","Fevereiro 2023",214917,20012
"04-2023","Abril 2023",214917,20000
"01-2023","Janeiro 2023",214917,10000
"03-2023","Março 2023",214917,10000
"03-2023","Março 2023",220999,10000
"02-2023","Fevereiro 2023",220999,10000
"04-2023","Abril 2023",220999,10000
"07-2022","Julho 2022",220999,10000
"02-2023","Fevereiro 2023",214310,10072
"04-2023","Abril 2023",214310,60
"05-2023","Maio 2023",214310,12
"02-2023","Fevereiro 2023",214291,20000
"04-2023","Abril 2023",214291,10000
"03-2023","Março 2023",214291,10000
"02-2023","Fevereiro 2023",214292,20000
"03-2023","Março 2023",214292,10000
"04-2023","Abril 2023",214292,10000
"02-2023","Fevereiro 2023",214293,20012
"04-2023","Abril 2023",214293,10000
"03-2023","Março 2023",214293,10000
"02-2023","Fevereiro 2023",214317,20072
"03-2023","Março 2023",214317,10012
"04-2023","Abril 2023",214317,10000
"02-2023","Fevereiro 2023",214318,20000
"03-2023","Março 2023",214318,10012
"04-2023","Abril 2023",214318,10012
"02-2023","Fevereiro 2023",214319,20000
"04-2023","Abril 2023",214319,10000
"03-2023","Março 2023",214319,10000
"02-2023","Fevereiro 2023",214320,20168
"03-2023","Março 2023",214320,10096
"04-2023","Abril 2023",214320,10024
"02-2023","Fevereiro 2023",214321,20648
"03-2023","Março 2023",214321,10252
"04-2023","Abril 2023",214321,10060
"02-2023","Fevereiro 2023",214322,20126
"03-2023","Março 2023",214322,10012
"04-2023","Abril 2023",214322,10018
"02-2023","Fevereiro 2023",214323,20432
"03-2023","Março 2023",214323,10216
"04-2023","Abril 2023",214323,10144
"02-2023","Fevereiro 2023",214305,20108
"03-2023","Março 2023",214305,10012
"04-2023","Abril 2023",214305,10036
"02-2023","Fevereiro 2023",214306,20288
"03-2023","Março 2023",214306,10060
"04-2023","Abril 2023",214306,10036
"02-2023","Fevereiro 2023",214307,20006
"03-2023","Março 2023",214307,10006
"04-2023","Abril 2023",214307,10012
"02-2023","Fevereiro 2023",214308,20228
"03-2023","Março 2023",214308,10012
"04-2023","Abril 2023",214308,10024
"02-2023","Fevereiro 2023",214288,20000
"04-2023","Abril 2023",214288,10000
"03-2023","Março 2023",214288,10000
"02-2023","Fevereiro 2023",214289,20000
"04-2023","Abril 2023",214289,10000
"03-2023","Março 2023",214289,10000
"02-2023","Fevereiro 2023",214290,20060
"03-2023","Março 2023",214290,10012
"04-2023","Abril 2023",214290,10000
"02-2023","Fevereiro 2023",214297,20144
"03-2023","Março 2023",214297,10108
"04-2023","Abril 2023",214297,10108
"02-2023","Fevereiro 2023",214298,20600
"03-2023","Março 2023",214298,10240
"04-2023","Abril 2023",214298,10060
"02-2023","Fevereiro 2023",214299,20018
"04-2023","Abril 2023",214299,10030
"03-2023","Março 2023",214299,10012
"02-2023","Fevereiro 2023",214300,20276
"04-2023","Abril 2023",214300,10048
"03-2023","Março 2023",214300,10120
"02-2023","Fevereiro 2023",214302,20060
"04-2023","Abril 2023",214302,10048
"03-2023","Março 2023",214302,10000
"07-2022","Julho 2022",214302,10000
"02-2023","Fevereiro 2023",214303,20006
"04-2023","Abril 2023",214303,10000
"03-2023","Março 2023",214303,10000
"07-2022","Julho 2022",214303,10000
"02-2023","Fevereiro 2023",214294,20012
"03-2023","Março 2023",214294,10000
"04-2023","Abril 2023",214294,10000
"02-2023","Fevereiro 2023",214295,20000
"04-2023","Abril 2023",214295,10012
"03-2023","Março 2023",214295,10000
"02-2023","Fevereiro 2023",214296,20096
"03-2023","Março 2023",214296,10012
"04-2023","Abril 2023",214296,10000
"01-2023","Janeiro 2023",214460,30000
"07-2022","Julho 2022",214460,10000
"04-2023","Abril 2023",214460,10000
"02-2023","Fevereiro 2023",214460,10000
"03-2023","Março 2023",214460,10000
"01-2023","Janeiro 2023",214461,30012
"03-2023","Março 2023",214461,10024
"02-2023","Fevereiro 2023",214461,10024
"07-2022","Julho 2022",214461,10000
"04-2023","Abril 2023",214461,10000
"01-2023","Janeiro 2023",214462,30036
"07-2022","Julho 2022",214462,10000
"04-2023","Abril 2023",214462,10000
"02-2023","Fevereiro 2023",214462,10000
"03-2023","Março 2023",214462,10000
"01-2023","Janeiro 2023",214463,30048
"02-2023","Fevereiro 2023",214463,10024
"07-2022","Julho 2022",214463,10000
"03-2023","Março 2023",214463,10000
"04-2023","Abril 2023",214463,10000
"01-2023","Janeiro 2023",214464,30012
"02-2023","Fevereiro 2023",214464,10048
"07-2022","Julho 2022",214464,10000
"04-2023","Abril 2023",214464,10012
"03-2023","Março 2023",214464,10000
"01-2023","Janeiro 2023",214465,30024
"07-2022","Julho 2022",214465,10000
"03-2023","Março 2023",214465,10000
"04-2023","Abril 2023",214465,10000
"02-2023","Fevereiro 2023",214465,10000
"01-2023","Janeiro 2023",214466,30012
"02-2023","Fevereiro 2023",214466,10144
"07-2022","Julho 2022",214466,10000
"03-2023","Março 2023",214466,10024
"04-2023","Abril 2023",214466,10000
"07-2022","Julho 2022",214469,10000
"02-2023","Fevereiro 2023",214469,10036
"01-2023","Janeiro 2023",214469,20024
"03-2023","Março 2023",214469,10000
"04-2023","Abril 2023",214469,10000
"07-2022","Julho 2022",214470,10000
"02-2023","Fevereiro 2023",214470,10024
"01-2023","Janeiro 2023",214470,20012
"04-2023","Abril 2023",214470,10000
"03-2023","Março 2023",214470,10000
"12-2021","Dezembro 2021",165799,20168
"02-2022","Fevereiro 2022",165799,20072
"01-2022","Janeiro 2022",165799,10072
"12-2021","Dezembro 2021",165800,20060
"02-2022","Fevereiro 2022",165800,20012
"01-2022","Janeiro 2022",165800,10012
"12-2021","Dezembro 2021",165801,20048
"02-2022","Fevereiro 2022",165801,30012
"01-2022","Janeiro 2022",165801,10024
"12-2021","Dezembro 2021",165805,20000
"02-2022","Fevereiro 2022",165805,30000
"01-2022","Janeiro 2022",165805,10000
"12-2021","Dezembro 2021",165806,20000
"02-2022","Fevereiro 2022",165806,20000
"01-2022","Janeiro 2022",165806,10000
"12-2021","Dezembro 2021",165807,20000
"02-2022","Fevereiro 2022",165807,20000
"01-2022","Janeiro 2022",165807,10000
"12-2021","Dezembro 2021",165895,20048
"02-2022","Fevereiro 2022",165895,20036
"01-2022","Janeiro 2022",165895,10012
"12-2021","Dezembro 2021",165896,20000
"02-2022","Fevereiro 2022",165896,20012
"01-2022","Janeiro 2022",165896,10000
"12-2021","Dezembro 2021",165897,20012
"02-2022","Fevereiro 2022",165897,30000
"01-2022","Janeiro 2022",165897,10000
"12-2021","Dezembro 2021",165898,20000
"02-2022","Fevereiro 2022",165898,30000
"01-2022","Janeiro 2022",165898,10000
"12-2021","Dezembro 2021",165899,20000
"02-2022","Fevereiro 2022",165899,20000
"01-2022","Janeiro 2022",165899,10000
"12-2021","Dezembro 2021",165900,20000
"02-2022","Fevereiro 2022",165900,20000
"01-2022","Janeiro 2022",165900,10000
"12-2021","Dezembro 2021",167404,20144
"02-2022","Fevereiro 2022",167404,20024
"01-2022","Janeiro 2022",167404,10000
"12-2021","Dezembro 2021",167405,20180
"02-2022","Fevereiro 2022",167405,20024
"01-2022","Janeiro 2022",167405,10000
"12-2021","Dezembro 2021",167406,20048
"01-2022","Janeiro 2022",167406,10012
"02-2022","Fevereiro 2022",167406,30024
"09-2021","Setembro 2021",181840,200
"06-2022","Junho 2022",191128,928
"08-2022","Agosto 2022",191128,872
"07-2022","Julho 2022",191128,962
"07-2022","Julho 2022",191179,502
"06-2022","Junho 2022",191179,422
"08-2022","Agosto 2022",191179,424
"07-2022","Julho 2022",192235,950
"06-2022","Junho 2022",192235,926
"08-2022","Agosto 2022",192235,944
"07-2022","Julho 2022",191137,400
"08-2022","Agosto 2022",191137,400
"06-2022","Junho 2022",191137,400
"08-2022","Agosto 2022",191138,800
"06-2022","Junho 2022",191138,812
"07-2022","Julho 2022",191138,824
"07-2022","Julho 2022",191180,400
"08-2022","Agosto 2022",191180,400
"06-2022","Junho 2022",191180,400
"06-2022","Junho 2022",191181,800
"07-2022","Julho 2022",191181,400
"08-2022","Agosto 2022",191181,400
"06-2022","Junho 2022",191182,812
"08-2022","Agosto 2022",191182,812
"07-2022","Julho 2022",191182,412
"03-2022","Março 2022",173415,10264
"05-2022","Maio 2022",173415,10024
"04-2022","Abril 2022",173415,10060
"03-2022","Março 2022",173416,10072
"05-2022","Maio 2022",173416,10012
